Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
ATH,Athletics,143,534,616,139,74,28,1,36,97,99,73,3,172,4,4,1,,3,1,0.260996,0.352036,0.520519,0.872555,0.37109,0.118859,0.279944,0.424582,0.259522,3.6649,0.314353,0.103117,,101.81,29.0252,-1.62448,-0.774453,-0.671336,3.55805,26.449036955833435,-12.874478816986084,137.354,903.6,6.318881118,903.6,6.318881118,17.690000534057617,0.04273504,1B,/players/nick-kurtz/35110/stats/batting,10,AL,Nick Kurtz,701762,35110,35110
BAL,Orioles,157,597,679,158,85,33,1,38,89,111,61,5,152,14,6,0,,2,1,0.264128,0.342842,0.514877,0.857718,0.363559,0.0902364,0.224179,0.402519,0.250748,2.60114,0.289428,-1.23972,,108.071,27.8417,-2.74605,-1.03958,-2.2793,3.55781,26.87494945526123,-15.471050262451172,136.43,972.4,6.193630573,972.4,6.193630573,26.3799991607666,0.01234568,1B,/players/pete-alonso/19251/stats/batting,2,AL,Pete Alonso,624413,19251,19251
LAD,Dodgers,151,568,651,161,98,37,2,24,89,91,69,8,121,9,5,0,,8,2,0.283671,0.367072,0.482048,0.84912,0.362912,0.106201,0.18614,0.570545,0.198377,4.13159,0.320674,-0.73061,,103.273,26.3519,-0.897077,-0.381152,-1.11176,3.55527,25.662306547164917,-12.572076916694641,134.701,921.5,6.102649006,921.5,6.102649006,72.19000244140625,0.0,1B,/players/freddie-freeman/5361/stats/batting,22,NL,Freddie Freeman,518692,5361,5361
MIN,Twins,130,502,560,125,66,25,5,29,85,76,44,3,153,9,4,1,,17,2,0.248653,0.317063,0.488637,0.8057,0.342056,0.077812,0.273722,0.284274,0.239984,7.02445,0.296491,0.744922,,79.354,13.1857,0.407918,1.8927,2.63762,3.55377,15.45224118232727,0.007918566465377808,119.415,757.3,5.825384615,757.3,5.825384615,71.04000091552734,0.06349206,OF,/players/byron-buxton/14161/stats/batting,8,AL,Byron Buxton,621439,14161,14161
ATL,Braves,133,539,574,148,96,27,4,22,71,77,24,1,110,5,4,2,,18,5,0.275129,0.309322,0.459772,0.769094,0.328859,0.0415545,0.191823,0.216629,0.184643,5.75851,0.308029,0.4872,,75.1875,7.36498,5.1899,0.758463,1.24566,3.54545,8.316094517707825,7.23990273475647,110.393,704.9,5.3,704.9,5.3,101.12000274658203,0.0,OF,/players/michael-harris-ii/25931/stats/batting,16,NL,Michael Harris II,671739,25931,25931
ATH,Athletics,143,568,616,167,118,34,1,14,75,78,34,1,48,8,3,2,,6,2,0.294656,0.341572,0.431207,0.772779,0.33581,0.0555481,0.0776133,0.715704,0.136551,3.5929,0.301635,0.0529405,,84.1656,11.3804,-2.29227,-0.849148,-0.796207,3.4826,8.679352819919586,4.157727003097534,113.051,734.9,5.139160839,734.9,5.139160839,189.22999572753906,0.008,SS,/players/jacob-wilson/33266/stats/batting,10,AL,Jacob Wilson,805779,33266,33266
BOS,Red Sox,146,536,630,142,90,31,3,19,92,70,83,1,155,5,4,2,,9,4,0.265728,0.367037,0.440949,0.807986,0.353352,0.131727,0.246601,0.534168,0.175221,4.89296,0.337429,0.336996,,95.0514,20.612,3.34839,-0.75804,-0.421044,3.47889,17.220620036125183,-4.901605844497681,123.759,814.7,5.580136986,814.7,5.580136986,54.349998474121094,0.24657534,OF,/players/roman-anthony/31812/stats/batting,3,AL,Roman Anthony,701350,31812,31812
DET,Tigers,151,584,651,154,92,30,3,29,84,97,58,2,176,5,4,0,,3,2,0.264018,0.332752,0.476827,0.809579,0.347014,0.0884687,0.270805,0.326688,0.212809,3.54942,0.326164,0.00497869,,94.8696,17.949,2.27,-1.01282,-1.00784,3.47865,16.898916125297546,-5.305001974105835,123.338,844.2,5.590728476,844.2,5.590728476,80.6500015258789,0.1402439,OF,/players/riley-greene/25976/stats/batting,6,AL,Riley Greene,682985,25976,25976
SDP,Padres,149,583,644,153,99,28,0,26,80,90,53,4,127,3,4,0,,9,2,0.263041,0.325246,0.447415,0.772661,0.331915,0.0827078,0.19655,0.420798,0.184374,3.51571,0.292452,-0.446684,,85.955,9.86145,-0.0905862,-0.108057,-0.55474,3.39931,12.189285933971405,-0.3905862420797348,116.697,778.9,5.227516778,778.9,5.227516778,39.41999816894531,0.08805031,3B,/players/manny-machado/11493/stats/batting,29,NL,Manny Machado,592518,11493,11493
ATL,Braves,159,594,686,151,85,33,1,32,94,95,81,4,165,5,4,1,,1,0,0.253207,0.345556,0.473084,0.81864,0.351843,0.117895,0.240776,0.489647,0.219876,2.57147,0.295336,-0.85453,,102.66,21.6035,2.9615,-0.959053,-1.81358,3.37352,19.43786060810089,-9.288502931594849,126.138,913.7,5.74654088,913.7,5.74654088,50.27000045776367,0.0,1B,/players/matt-olson/14344/stats/batting,16,NL,Matt Olson,621566,14344,14344
